user_id,first_name,last_name,gender,birthday,country,preferred_tour_type,budget
501,Глеб,Цветков,м,1954-03-23,Беларусь,Пляжный,840000
502,Валерьян,Волков,м,1949-09-08,Беларусь,Активный,220000
503,Рюрик,Богданова,ж,1999-01-09,Россия,Активный,630000
504,Карл,Тихонова,ж,1946-12-24,Россия,Семейный,470000
505,Эмиль,Соболев,ж,1957-12-21,Россия,Пляжный,750000
506,Назар,Некрасов,ж,1975-09-20,Беларусь,Семейный,750000
507,Фаина,Павлов,м,2005-09-02,Беларусь,Семейный,440000
508,Панкратий,Дементьева,м,1951-12-14,Беларусь,Активный,60000
509,Ананий,Кудряшов,м,1962-10-12,Беларусь,Пляжный,820000
510,Архип,Воробьев,ж,1999-01-20,Россия,Семейный,410000
511,Фока,Лапина,ж,1991-03-06,Россия,Активный,220000
512,Афиноген,Крюков,ж,2009-05-26,Беларусь,Семейный,240000
513,Ксения,Белякова,ж,1952-03-09,Беларусь,Экскурсионный,720000
514,Макар,Соловьев,ж,1978-11-20,Беларусь,Пляжный,260000
515,Парамон,Морозов,ж,2006-09-12,Россия,Пляжный,90000
516,Харитон,Устинова,м,2001-05-26,Россия,Семейный,920000
517,Корнил,Юдина,ж,1969-06-07,Россия,Семейный,570000
518,Мартын,Большакова,м,2002-03-03,Беларусь,Пляжный,330000
519,Твердислав,Гусев,м,1983-06-22,Россия,Семейный,440000
520,Евстигней,Попов,ж,1946-08-02,Беларусь,Экскурсионный,670000
521,Константин,Михайлова,ж,1963-06-25,Россия,Пляжный,720000
522,Юлий,Лаврентьева,ж,1994-07-17,Беларусь,Экскурсионный,70000
523,Авксентий,Новикова,м,1980-04-18,Беларусь,Пляжный,70000
524,Эдуард,Егорова,м,1959-09-26,Беларусь,Экскурсионный,850000
525,Казимир,Орехова,ж,1949-03-15,Беларусь,Пляжный,860000
526,Егор,Чернов,м,1948-07-01,Беларусь,Экскурсионный,100000
527,Эмиль,Евсеева,м,1954-08-04,Беларусь,Экскурсионный,610000
528,Остап,Никонова,м,1994-11-15,Россия,Экскурсионный,550000
529,Архип,Панфилов,м,1966-01-19,Россия,Экскурсионный,240000
530,Геннадий,Крылов,ж,1999-07-18,Беларусь,Семейный,670000
531,Кузьма,Марков,м,2008-10-01,Россия,Активный,70000
532,Давыд,Лаврентьева,м,1976-02-22,Россия,Экскурсионный,330000
533,Венедикт,Максимов,ж,2001-12-19,Россия,Семейный,110000
534,Филимон,Павлова,ж,1970-01-25,Беларусь,Пляжный,900000
535,Елизар,Мухина,м,1948-09-05,Россия,Пляжный,590000
536,Анатолий,Фомина,ж,2002-09-26,Беларусь,Пляжный,900000
537,Фёкла,Лаврентьев,ж,1986-12-19,Россия,Активный,610000
538,Давыд,Григорьева,ж,2009-12-01,Беларусь,Семейный,720000
539,Евпраксия,Гущин,ж,1984-11-01,Россия,Семейный,180000
540,Федосий,Князева,м,1963-01-13,Россия,Семейный,660000
541,Софрон,Исаев,ж,1995-03-31,Россия,Активный,580000
542,Наталья,Егоров,ж,2009-11-07,Беларусь,Активный,640000
543,Феврония,Калашникова,ж,2004-02-20,Россия,Семейный,130000
544,Прокофий,Веселова,ж,1981-12-01,Россия,Экскурсионный,900000
545,Севастьян,Романов,ж,2005-05-31,Россия,Экскурсионный,180000
546,Мирослав,Абрамова,м,1979-05-27,Россия,Пляжный,960000
547,Галина,Цветков,ж,1988-08-18,Россия,Экскурсионный,700000
548,Ираида,Миронова,ж,1993-11-18,Россия,Пляжный,50000
549,Самуил,Ермаков,ж,1995-10-12,Беларусь,Пляжный,10000
550,Амос,Иванов,м,1996-09-16,Россия,Экскурсионный,710000
551,Аристарх,Анисимова,м,1955-08-21,Россия,Активный,120000
552,Радован,Жукова,м,1967-02-12,Россия,Пляжный,70000
553,Борислав,Миронов,ж,1962-03-29,Россия,Активный,100000
554,Будимир,Блинов,м,1951-11-13,Беларусь,Семейный,440000
555,Евдоким,Колесникова,м,1988-04-12,Россия,Активный,960000
556,Бронислав,Федотов,м,1948-07-29,Россия,Семейный,600000
557,Авксентий,Суханова,ж,2010-06-10,Беларусь,Семейный,450000
558,Мечислав,Кузнецов,ж,1989-03-21,Россия,Активный,280000
559,Казимир,Ефремова,ж,1995-02-28,Россия,Экскурсионный,260000
560,Тимур,Рыбакова,м,1965-05-06,Россия,Пляжный,260000
561,Борис,Котова,ж,1973-08-16,Россия,Пляжный,440000
562,Прохор,Турова,ж,1956-09-06,Россия,Семейный,980000
563,Олимпий,Тихонова,м,1979-10-27,Беларусь,Экскурсионный,430000
564,Прокл,Анисимов,м,2009-10-04,Беларусь,Пляжный,380000
565,Валентин,Беспалов,ж,1950-06-17,Россия,Активный,740000
566,Леонид,Никифорова,ж,1985-07-20,Россия,Семейный,360000
567,Изот,Голубева,м,1980-02-29,Россия,Экскурсионный,300000
568,Тимур,Мухина,ж,1959-02-08,Россия,Пляжный,680000
569,Эмиль,Фадеев,ж,1972-05-27,Беларусь,Активный,430000
570,Поликарп,Евсеев,ж,1981-05-30,Россия,Пляжный,30000
571,Авдей,Полякова,ж,1990-10-06,Беларусь,Экскурсионный,900000
572,Фёкла,Шубин,м,1950-06-18,Беларусь,Семейный,300000
573,Петр,Князев,ж,1951-07-29,Россия,Экскурсионный,250000
574,Автоном,Цветкова,м,1999-02-22,Беларусь,Экскурсионный,80000
575,Чеслав,Пономарева,ж,1947-04-10,Россия,Семейный,610000
576,Нинель,Громов,м,2010-06-19,Беларусь,Активный,960000
577,Никон,Осипов,м,1994-07-01,Беларусь,Экскурсионный,420000
578,Ксения,Журавлева,м,1953-04-29,Россия,Пляжный,30000
579,Ян,Максимов,ж,1964-06-06,Россия,Экскурсионный,280000
580,Онуфрий,Третьяков,ж,1995-05-05,Россия,Экскурсионный,440000
581,Филарет,Романова,ж,2000-09-08,Беларусь,Семейный,970000
582,Марина,Вишняков,м,1954-04-26,Россия,Активный,290000
583,Исай,Евсеева,м,1989-02-12,Беларусь,Экскурсионный,30000
584,Милан,Рожкова,м,1970-03-15,Беларусь,Экскурсионный,70000
585,Арефий,Смирнов,ж,1962-05-06,Беларусь,Экскурсионный,380000
586,Валентина,Кабанова,ж,1950-08-05,Россия,Семейный,850000
587,Леон,Соловьев,м,1960-09-03,Беларусь,Активный,460000
588,Полина,Казаков,м,1986-05-31,Беларусь,Семейный,700000
589,Рубен,Орлов,ж,2005-05-09,Россия,Активный,700000
590,Велимир,Никонова,ж,2002-08-06,Беларусь,Экскурсионный,370000
591,Евсей,Горбунов,ж,1961-05-29,Россия,Экскурсионный,810000
592,Анатолий,Ефремова,м,2008-08-25,Россия,Семейный,500000
593,Марк,Зайцева,м,1966-03-24,Россия,Пляжный,10000
594,Боян,Богданова,м,1959-04-24,Беларусь,Активный,990000
595,Карл,Мартынова,ж,1947-03-17,Беларусь,Активный,480000
596,Вышеслав,Ширяева,ж,1946-07-16,Россия,Активный,210000
597,Марк,Шашков,м,1946-12-09,Беларусь,Пляжный,920000
598,Арефий,Петров,м,1958-02-03,Беларусь,Семейный,140000
599,Майя,Константинов,м,2001-12-23,Россия,Экскурсионный,460000
600,Остромир,Тимофеев,ж,2005-05-16,Россия,Активный,90000
601,Симон,Давыдов,м,1950-05-03,Беларусь,Активный,590000
602,Никанор,Миронова,ж,1959-03-13,Беларусь,Экскурсионный,730000
603,Варвара,Орехова,ж,1968-07-05,Россия,Экскурсионный,550000
604,Иосиф,Соболев,м,1991-03-18,Россия,Активный,670000
605,Наина,Соболев,м,1980-07-13,Беларусь,Семейный,370000
606,Ефрем,Григорьев,м,1969-10-24,Беларусь,Пляжный,490000
607,Самсон,Авдеев,ж,1977-02-10,Беларусь,Экскурсионный,520000
608,Евстафий,Силина,ж,1988-12-31,Россия,Экскурсионный,150000
609,Светлана,Рыбакова,м,1969-06-06,Беларусь,Пляжный,80000
610,Наум,Лаврентьева,м,1947-02-25,Россия,Семейный,730000
611,Аскольд,Рожков,ж,1979-04-29,Беларусь,Активный,140000
612,Олег,Зайцев,м,1954-01-26,Россия,Экскурсионный,780000
613,Тимофей,Воробьев,ж,1968-07-21,Россия,Активный,300000
614,Евстигней,Рогова,ж,1995-02-23,Беларусь,Экскурсионный,710000
615,Никанор,Горшков,м,2000-07-13,Россия,Семейный,870000
616,Екатерина,Назарова,м,1965-09-11,Россия,Семейный,950000
617,Любим,Стрелков,ж,1979-04-19,Беларусь,Активный,520000
618,Софон,Шашков,м,1949-05-10,Россия,Семейный,400000
619,Корнил,Логинов,ж,1985-10-26,Россия,Семейный,540000
620,Тимофей,Голубев,м,1956-09-12,Беларусь,Пляжный,640000
621,Евлампий,Носова,м,1975-12-20,Беларусь,Активный,400000
622,Ипат,Нестеров,м,1991-01-14,Россия,Активный,230000
623,Александра,Жданова,ж,1984-10-10,Беларусь,Активный,590000
624,Нинель,Романов,ж,2010-07-20,Россия,Пляжный,240000
625,Любим,Исаев,ж,1986-08-30,Беларусь,Активный,300000
626,Мина,Вишнякова,ж,1953-08-03,Беларусь,Семейный,480000
627,Кузьма,Логинова,м,1996-06-11,Беларусь,Семейный,60000
628,Устин,Сидорова,ж,1965-03-22,Беларусь,Семейный,780000
629,Мокей,Максимова,м,1949-08-26,Россия,Семейный,700000
630,Ярослав,Васильева,ж,1983-08-01,Беларусь,Пляжный,20000
631,Анна,Бирюкова,м,1983-06-23,Россия,Пляжный,100000
632,Сильвестр,Дмитриев,ж,1952-05-03,Беларусь,Семейный,970000
633,Вероника,Тарасова,м,1963-08-07,Беларусь,Семейный,890000
634,Филимон,Панфилова,ж,1997-10-09,Россия,Семейный,230000
635,Селиверст,Юдин,м,2001-08-08,Беларусь,Пляжный,210000
636,Дмитрий,Турова,ж,1953-08-08,Россия,Экскурсионный,90000
637,Семен,Харитонов,м,1977-06-30,Россия,Активный,830000
638,Каллистрат,Захаров,м,1962-09-23,Россия,Семейный,50000
639,Лазарь,Новикова,ж,1991-06-16,Россия,Семейный,740000
640,Корнил,Белозеров,м,1977-03-25,Россия,Экскурсионный,50000
641,Эмилия,Филатов,ж,2009-07-02,Беларусь,Экскурсионный,150000
642,Якуб,Вишнякова,ж,1946-01-06,Россия,Семейный,120000
643,Рубен,Киселева,ж,1953-12-09,Беларусь,Активный,380000
644,Ладимир,Селиверстова,ж,1968-12-07,Россия,Пляжный,310000
645,Авдей,Тихонов,ж,1952-01-09,Беларусь,Экскурсионный,970000
646,Олимпиада,Кошелев,м,2007-07-07,Россия,Пляжный,270000
647,Трофим,Тарасов,ж,1999-11-20,Россия,Семейный,20000
648,Влас,Ковалев,м,1981-01-15,Россия,Активный,900000
649,Феврония,Ершова,м,1992-10-05,Россия,Экскурсионный,310000
650,Осип,Орлов,ж,1965-04-16,Россия,Пляжный,440000
651,Людмила,Зуев,м,1983-05-06,Беларусь,Активный,740000
652,Чеслав,Нестеров,м,1974-07-29,Беларусь,Семейный,460000
653,Ладислав,Якушева,м,2002-10-20,Россия,Семейный,360000
654,Рюрик,Егорова,м,1991-03-05,Беларусь,Пляжный,860000
655,Прасковья,Лебедева,м,1978-09-18,Беларусь,Экскурсионный,160000
656,Терентий,Рыбакова,м,1987-09-01,Беларусь,Активный,950000
657,Элеонора,Виноградова,ж,1993-03-28,Беларусь,Активный,310000
658,Доброслав,Доронин,м,1949-01-25,Беларусь,Экскурсионный,730000
659,Платон,Тарасов,м,2004-08-12,Беларусь,Экскурсионный,630000
660,Панфил,Данилова,ж,2008-08-19,Россия,Активный,680000
661,Владимир,Захарова,ж,1951-05-11,Россия,Пляжный,470000
662,Владимир,Аксенова,ж,1955-05-27,Россия,Экскурсионный,360000
663,Амвросий,Шестакова,ж,1949-10-20,Беларусь,Активный,460000
664,Панкрат,Новикова,м,1981-05-28,Россия,Пляжный,300000
665,Андроник,Титова,ж,2010-06-06,Россия,Пляжный,750000
666,Светлана,Кудряшова,ж,1945-03-17,Беларусь,Активный,900000
667,Елисей,Антонова,ж,1997-12-19,Россия,Экскурсионный,190000
668,Корнил,Киселев,ж,1979-09-04,Россия,Экскурсионный,820000
669,Елисей,Игнатьев,ж,1972-07-26,Россия,Активный,170000
670,Спиридон,Сергеев,м,1964-11-23,Беларусь,Активный,790000
671,Натан,Данилова,ж,2008-10-09,Беларусь,Активный,820000
672,Стоян,Ефремов,м,1993-06-22,Россия,Активный,980000
673,Степан,Прохоров,ж,1967-07-04,Россия,Экскурсионный,120000
674,Лидия,Соловьева,ж,1948-12-09,Россия,Активный,610000
675,Богдан,Шилов,м,1996-10-02,Беларусь,Семейный,930000
676,Майя,Овчинникова,м,1964-03-26,Беларусь,Семейный,260000
677,Глеб,Потапова,м,1957-03-26,Беларусь,Семейный,50000
678,Эмиль,Евдокимова,м,1995-03-06,Беларусь,Активный,160000
679,Гремислав,Рыбакова,ж,2010-01-14,Россия,Семейный,900000
680,Авксентий,Беспалова,ж,1980-01-17,Россия,Семейный,340000
681,Авдей,Константинова,ж,1962-03-06,Беларусь,Пляжный,720000
682,Федор,Савина,м,1946-10-11,Беларусь,Пляжный,920000
683,Варвара,Куликов,ж,2010-05-30,Россия,Пляжный,710000
684,Мина,Белоусов,ж,1961-04-19,Беларусь,Экскурсионный,970000
685,Фадей,Лобанова,ж,1960-02-13,Беларусь,Семейный,520000
686,Всеслав,Овчинников,м,1978-03-07,Беларусь,Семейный,60000
687,Лука,Котов,ж,1988-10-10,Беларусь,Семейный,730000
688,Поликарп,Горбачев,ж,1996-01-22,Россия,Пляжный,600000
689,Ладимир,Зуева,ж,1973-04-03,Россия,Семейный,660000
690,Александра,Аксенов,ж,1962-08-19,Россия,Экскурсионный,750000
691,Вадим,Анисимова,ж,1958-01-26,Беларусь,Активный,850000
692,Леонтий,Ларионова,ж,1984-02-01,Беларусь,Активный,110000
693,Пимен,Мамонтов,м,1999-09-13,Беларусь,Семейный,240000
694,Глафира,Захарова,м,1949-05-14,Беларусь,Семейный,630000
695,Элеонора,Селезнева,м,1995-10-25,Россия,Экскурсионный,680000
696,Иларион,Богданов,м,1982-04-28,Россия,Семейный,150000
697,Тимофей,Никифорова,ж,2007-03-20,Россия,Активный,580000
698,Елизар,Калинина,ж,1991-09-05,Россия,Экскурсионный,690000
699,Якуб,Константинов,ж,1954-11-14,Беларусь,Пляжный,500000
700,Захар,Виноградов,ж,2009-09-27,Россия,Семейный,820000
701,Панфил,Казакова,м,1979-06-12,Беларусь,Активный,630000
702,Глеб,Ермаков,м,1983-02-09,Россия,Семейный,240000
703,Милан,Петухова,м,1985-03-06,Беларусь,Семейный,590000
704,Дементий,Якушева,ж,1988-12-11,Россия,Экскурсионный,120000
705,Феофан,Копылов,м,1989-03-28,Беларусь,Активный,260000
706,Андрон,Исакова,м,1978-10-03,Беларусь,Семейный,480000
707,Викторин,Поляков,м,1999-05-18,Россия,Семейный,360000
708,Касьян,Панфилов,ж,1959-05-07,Россия,Пляжный,330000
709,Ладимир,Новиков,м,1986-10-15,Россия,Экскурсионный,320000
710,Антонина,Новикова,м,2005-01-03,Россия,Экскурсионный,200000
711,Тихон,Красильников,м,1950-08-21,Россия,Семейный,750000
712,Георгий,Муравьев,м,1946-11-09,Россия,Экскурсионный,520000
713,Алла,Сорокина,м,1959-12-26,Беларусь,Пляжный,440000
714,Ульяна,Силина,м,1968-01-11,Беларусь,Семейный,570000
715,Симон,Королева,ж,1978-01-31,Россия,Активный,720000
716,Виталий,Ефремов,ж,1963-08-08,Россия,Экскурсионный,270000
717,Эмиль,Зиновьева,м,1945-07-11,Беларусь,Экскурсионный,50000
718,Богдан,Сергеев,м,1965-03-29,Беларусь,Пляжный,200000
719,Юлия,Капустин,ж,1980-03-02,Россия,Семейный,570000
720,Вера,Евсеева,ж,1952-01-21,Россия,Активный,310000
721,Виссарион,Лапина,ж,1972-02-10,Беларусь,Экскурсионный,720000
722,Марина,Коновалов,м,1998-02-23,Россия,Экскурсионный,10000
723,Климент,Никонова,ж,1963-06-20,Беларусь,Пляжный,830000
724,Ксения,Смирнов,ж,1958-01-21,Беларусь,Активный,280000
725,Александра,Колесников,ж,1998-12-30,Беларусь,Активный,200000
726,Афиноген,Никонов,м,1965-11-16,Беларусь,Семейный,330000
727,Бажен,Крылова,м,1992-07-17,Беларусь,Пляжный,70000
728,Аггей,Шестаков,м,1955-04-16,Россия,Активный,950000
729,Дмитрий,Голубева,ж,2005-11-15,Беларусь,Пляжный,690000
730,Анатолий,Виноградов,м,2005-08-15,Россия,Активный,440000
731,Федот,Кудрявцев,м,1954-03-23,Беларусь,Экскурсионный,550000
732,Самуил,Колесникова,м,1960-12-20,Беларусь,Экскурсионный,140000
733,Антонин,Зыкова,м,1965-05-06,Беларусь,Пляжный,390000
734,Никанор,Кулаков,м,1948-02-06,Россия,Экскурсионный,360000
735,Моисей,Комарова,ж,1989-04-17,Беларусь,Семейный,70000
736,Вячеслав,Родионов,м,1957-09-30,Россия,Семейный,300000
737,Иларион,Ларионова,м,1967-06-12,Россия,Экскурсионный,480000
738,Филипп,Белоусов,м,1995-07-23,Беларусь,Экскурсионный,800000
739,Зосима,Зайцев,м,1993-08-03,Беларусь,Экскурсионный,750000
740,Тарас,Орехов,ж,1953-01-14,Беларусь,Экскурсионный,570000
741,Гурий,Сафонов,ж,2010-11-05,Беларусь,Экскурсионный,860000
742,Арсений,Кабанов,м,2006-07-05,Россия,Семейный,780000
743,Нонна,Кулагина,ж,1990-11-28,Россия,Экскурсионный,990000
744,Тит,Нестеров,м,1998-05-21,Россия,Пляжный,550000
745,Игнатий,Голубев,м,1949-07-23,Беларусь,Семейный,710000
746,Спартак,Лазарева,ж,1964-06-20,Россия,Активный,630000
747,Всемил,Беляев,ж,1950-12-29,Россия,Экскурсионный,840000
748,Тихон,Гурьева,ж,1970-07-04,Беларусь,Активный,890000
749,Антонин,Кулакова,м,1981-06-22,Беларусь,Пляжный,430000
750,Евсей,Симонова,ж,1946-09-03,Беларусь,Семейный,730000
751,Клавдия,Овчинников,м,1972-03-05,Россия,Семейный,790000
752,Лидия,Кондратьева,ж,1999-06-30,Россия,Семейный,980000
753,Вероника,Елисеева,ж,1955-10-04,Беларусь,Пляжный,940000
754,Борис,Дмитриева,м,1981-06-08,Россия,Пляжный,990000
755,Селиван,Тимофеева,м,1964-11-14,Беларусь,Семейный,840000
756,Селиван,Пахомов,ж,1986-12-08,Россия,Семейный,610000
757,Октябрина,Терентьев,ж,1958-02-13,Беларусь,Экскурсионный,290000
758,Роман,Туров,ж,1990-10-18,Россия,Активный,600000
759,Лев,Ильина,ж,1974-03-27,Россия,Пляжный,950000
760,Аверьян,Орехов,м,2008-01-31,Россия,Пляжный,560000
761,Ювеналий,Степанов,ж,1954-02-24,Россия,Активный,480000
762,Лукия,Юдина,м,1973-06-29,Беларусь,Активный,220000
763,Агап,Жданова,м,1958-12-23,Беларусь,Активный,970000
764,Наина,Рожкова,м,1963-10-06,Россия,Семейный,420000
765,Орест,Ширяева,м,1951-02-01,Россия,Семейный,600000
766,Прокл,Кабанов,м,1955-07-17,Россия,Семейный,110000
767,Станимир,Макаров,ж,1968-11-15,Беларусь,Пляжный,130000
768,Лариса,Лихачев,м,1981-01-07,Беларусь,Активный,400000
769,Ксения,Абрамова,м,1986-11-07,Беларусь,Активный,770000
770,Святослав,Сысоева,м,1992-02-14,Беларусь,Экскурсионный,710000
771,Платон,Калинина,ж,1996-08-13,Беларусь,Семейный,360000
772,Зосима,Агафонова,ж,2005-04-06,Беларусь,Семейный,630000
773,Александр,Никонова,м,1990-03-12,Беларусь,Семейный,790000
774,Милий,Виноградов,м,1988-01-03,Россия,Семейный,670000
775,Фадей,Устинова,м,2005-04-25,Беларусь,Активный,630000
776,Серафим,Мамонтова,м,1966-10-23,Беларусь,Пляжный,620000
777,Гурий,Моисеев,м,1964-02-26,Беларусь,Экскурсионный,830000
778,Андрон,Некрасова,м,2001-03-04,Россия,Семейный,260000
779,Маргарита,Соболева,ж,1947-04-26,Россия,Пляжный,880000
780,Жанна,Кулагина,ж,1973-07-23,Беларусь,Пляжный,710000
781,Прокл,Семенов,ж,1956-07-16,Беларусь,Экскурсионный,80000
782,Спиридон,Исаев,м,1955-12-30,Россия,Экскурсионный,790000
783,Анисим,Михеев,ж,1975-11-11,Россия,Активный,410000
784,Ангелина,Фомичева,м,1977-06-27,Беларусь,Семейный,630000
785,Ферапонт,Савин,м,1960-03-12,Россия,Семейный,70000
786,Дементий,Герасимова,м,1989-06-10,Беларусь,Активный,320000
787,Стоян,Семенова,ж,1962-05-14,Россия,Активный,920000
788,Глеб,Колесникова,м,1969-03-19,Россия,Пляжный,840000
789,Валентина,Гущин,ж,1956-10-28,Беларусь,Пляжный,240000
790,Аникита,Никонова,м,1965-04-18,Россия,Активный,580000
791,Терентий,Гордеев,м,1992-05-21,Беларусь,Активный,140000
792,Никандр,Кононова,м,1979-10-06,Беларусь,Экскурсионный,970000
793,Сильвестр,Козлова,ж,1984-07-30,Беларусь,Экскурсионный,660000
794,Никандр,Беляков,м,2000-02-01,Россия,Пляжный,860000
795,Панкрат,Журавлева,м,1970-12-09,Россия,Пляжный,340000
796,Аполлинарий,Федоров,ж,2000-04-22,Беларусь,Пляжный,460000
797,Мефодий,Рогова,м,1967-08-09,Беларусь,Семейный,810000
798,Иларион,Корнилов,м,1999-11-19,Беларусь,Семейный,340000
799,Изяслав,Миронова,м,1951-11-09,Россия,Экскурсионный,720000
800,Ия,Князева,ж,2004-08-16,Россия,Активный,400000
801,Зоя,Селезнев,м,1946-12-06,Беларусь,Семейный,680000
802,Иванна,Цветкова,м,2002-09-03,Россия,Активный,450000
803,Феликс,Бобылев,м,1983-06-18,Беларусь,Семейный,560000
804,Мстислав,Жданов,ж,2010-01-06,Россия,Экскурсионный,230000
805,Бронислав,Ковалева,м,1958-06-26,Россия,Экскурсионный,880000
806,Моисей,Герасимов,ж,1960-05-21,Беларусь,Пляжный,370000
807,Поликарп,Куликов,м,1963-08-22,Россия,Пляжный,600000
808,Платон,Бобров,м,1996-03-15,Россия,Семейный,540000
809,Пров,Королев,м,1989-08-15,Россия,Активный,780000
810,Азарий,Мамонтова,ж,1976-12-04,Беларусь,Активный,900000
811,Стоян,Федосеев,ж,1988-11-07,Россия,Семейный,140000
812,Изот,Давыдова,ж,2008-09-09,Беларусь,Экскурсионный,190000
813,Дмитрий,Михеева,ж,1966-01-11,Беларусь,Пляжный,730000
814,Филарет,Федотов,ж,2003-08-17,Беларусь,Семейный,560000
815,Митофан,Новикова,ж,1963-11-20,Россия,Активный,620000
816,Изяслав,Беспалова,м,1983-08-21,Россия,Активный,910000
817,Фаина,Мясников,м,1951-01-01,Россия,Пляжный,240000
818,Корнил,Филиппов,ж,1969-06-30,Беларусь,Пляжный,110000
819,Вениамин,Борисов,ж,1988-04-12,Беларусь,Пляжный,280000
820,Галактион,Лыткина,ж,1958-01-20,Беларусь,Экскурсионный,800000
821,Жанна,Баранова,ж,1990-07-03,Россия,Экскурсионный,380000
822,Стоян,Голубев,ж,1979-07-17,Беларусь,Экскурсионный,860000
823,Агап,Комарова,м,1991-11-20,Беларусь,Семейный,740000
824,Поликарп,Игнатов,ж,1946-03-23,Беларусь,Семейный,780000
825,Роман,Иванов,м,2002-08-19,Беларусь,Пляжный,60000
826,Андроник,Миронов,ж,1999-06-03,Россия,Пляжный,120000
827,Гостомысл,Корнилова,ж,1990-07-04,Беларусь,Семейный,220000
828,Василиса,Павлов,м,1979-10-01,Россия,Экскурсионный,510000
829,Боян,Фокина,ж,2007-07-12,Россия,Активный,150000
830,Нифонт,Блинов,ж,1990-07-09,Россия,Экскурсионный,410000
831,Фирс,Бобылева,ж,1956-11-20,Беларусь,Семейный,560000
832,Самуил,Меркушев,ж,1989-11-15,Беларусь,Семейный,420000
833,Ираида,Пестов,м,1965-05-19,Беларусь,Семейный,600000
834,Никандр,Беляков,м,1973-01-04,Россия,Пляжный,150000
835,Прокл,Аксенов,ж,1969-11-05,Беларусь,Семейный,560000
836,Прокл,Баранов,м,1989-11-25,Россия,Экскурсионный,890000
837,Архип,Никитина,м,2001-03-06,Беларусь,Экскурсионный,150000
838,Будимир,Лаврентьев,м,1954-03-31,Беларусь,Активный,20000
839,Харитон,Елисеева,ж,1967-09-30,Беларусь,Активный,40000
840,Ипполит,Кошелев,м,1987-07-06,Россия,Активный,90000
841,Никита,Лукин,ж,1967-10-15,Россия,Семейный,220000
842,Викторин,Зайцев,ж,2010-12-09,Россия,Активный,950000
843,Платон,Яковлева,ж,2005-05-29,Беларусь,Пляжный,470000
844,Раиса,Маркова,ж,1960-04-11,Беларусь,Экскурсионный,530000
845,Агафон,Орлов,ж,1961-04-03,Беларусь,Семейный,400000
846,Степан,Ершова,ж,1956-08-07,Россия,Семейный,860000
847,Родион,Карпов,м,1985-07-03,Беларусь,Экскурсионный,640000
848,Нонна,Харитонов,ж,2005-10-01,Беларусь,Пляжный,810000
849,Гедеон,Муравьева,м,1968-08-15,Беларусь,Экскурсионный,190000
850,Ким,Кузнецова,ж,1977-11-26,Беларусь,Пляжный,580000
851,Парамон,Фомин,м,1970-07-03,Россия,Экскурсионный,730000
852,Максим,Тетерина,ж,1998-05-07,Россия,Семейный,510000
853,Ксения,Корнилова,ж,1987-04-07,Беларусь,Экскурсионный,590000
854,Демьян,Суханова,ж,1950-06-29,Беларусь,Активный,460000
855,Святополк,Сидоров,м,1945-11-24,Беларусь,Экскурсионный,600000
856,Борис,Ларионов,ж,1958-07-30,Россия,Активный,360000
857,Лев,Логинов,ж,1959-10-08,Россия,Экскурсионный,760000
858,Андрон,Волков,м,2006-06-19,Россия,Пляжный,690000
859,Евстафий,Карпов,м,1997-10-17,Беларусь,Экскурсионный,430000
860,Варлаам,Потапова,ж,1956-07-05,Россия,Семейный,970000
861,Евфросиния,Лапина,ж,1974-08-03,Россия,Пляжный,730000
862,Автоном,Рожкова,м,1953-10-06,Беларусь,Активный,230000
863,Всеслав,Комиссаров,ж,1976-09-01,Россия,Экскурсионный,130000
864,Тамара,Дроздов,м,1947-06-22,Россия,Семейный,780000
865,Юрий,Игнатов,ж,1952-12-24,Беларусь,Активный,960000
866,Януарий,Дорофеев,м,1950-08-20,Беларусь,Активный,210000
867,Осип,Рыбакова,ж,2000-02-16,Беларусь,Семейный,670000
868,Исай,Овчинников,ж,2004-03-13,Беларусь,Семейный,990000
869,Творимир,Герасимова,м,1964-04-06,Россия,Пляжный,310000
870,Ефим,Белоусова,ж,1982-12-05,Россия,Пляжный,790000
871,Ян,Лобанов,ж,1950-07-03,Беларусь,Активный,600000
872,Назар,Шилов,м,2011-02-01,Россия,Экскурсионный,630000
873,Матвей,Бирюков,ж,1988-11-07,Россия,Семейный,70000
874,Онуфрий,Боброва,м,2006-09-20,Беларусь,Пляжный,870000
875,Екатерина,Большакова,м,2001-12-11,Беларусь,Экскурсионный,140000
876,Демид,Артемьев,ж,1971-07-16,Беларусь,Семейный,310000
877,Вышеслав,Родионов,ж,1991-06-10,Беларусь,Пляжный,600000
878,Георгий,Красильников,ж,1983-10-12,Беларусь,Пляжный,140000
879,Соломон,Жукова,м,1998-10-22,Россия,Активный,470000
880,Модест,Афанасьев,м,1973-02-26,Россия,Пляжный,910000
881,Флорентин,Кузьмина,ж,1991-12-08,Беларусь,Активный,890000
882,Эмиль,Самойлова,ж,1988-01-19,Беларусь,Пляжный,220000
883,Сократ,Галкина,ж,2009-06-22,Беларусь,Семейный,170000
884,Федор,Родионова,м,2010-02-03,Россия,Пляжный,990000
885,Эрнест,Егоров,ж,1976-08-08,Россия,Пляжный,960000
886,Никанор,Быкова,м,1949-09-20,Беларусь,Экскурсионный,560000
887,Терентий,Крюков,ж,1960-09-16,Беларусь,Экскурсионный,710000
888,Мартьян,Андреева,ж,1969-10-10,Беларусь,Семейный,710000
